"guideline anchor","guideline url",mirror_file,timestamp
"Pediatric preventive care: percentage of pediatric patients age 3 to 17 years who have had an overweight/obesity assessment and if BMI percentile is greater than or equal to 85 have appropriate documentation of counseling for physical activity and nutrition.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49562/pediatric-preventive-care-percentage-of-pediatric-patients-age-3-to-17-years-who-have-had-an-overweightobesity-assessment-and-if-bmi-percentile-is-greater-than-or-equal-to-85-have-appropriate-documentation-of-counseling-for-physical-activity-and-nutrition,./pediatric-preventive-care-percentage-of-pediatric-patients-age-3-to-17-years-who-have-had-an-overweightobesity-assessment-and-if-bmi-percentile-is-greater-than-or-equal-to-85-have-appropriate-documentation-of-counseling-for-physical-activity-and-nutritio,20180621174337
"Cardiac care: percentage of patients with ST-segment elevation acute coronary syndrome (STE-ACS) and indications for fibrinolytic treatment and door-needle time less than or equal to 30 minutes.",https://www.qualitymeasures.ahrq.gov/summaries/summary/43634/cardiac-care-percentage-of-patients-with-stsegment-elevation-acute-coronary-syndrome-steacs-and-indications-for-fibrinolytic-treatment-and-doorneedle-time-less-than-or-equal-to-30-minutes,./cardiac-care-percentage-of-patients-with-stsegment-elevation-acute-coronary-syndrome-steacs-and-indications-for-fibrinolytic-treatment-and-doorneedle-time-less-than-or-equal-to-30-minutes,20180625160114
"Melanoma: percentage of patients who undergo a sentinel lymph node biopsy (SLNB) or lymph node dissection (LND) for melanoma for whom the pathology report documents the number of lymph nodes examined and the number of lymph nodes found to contain metastases.",https://www.qualitymeasures.ahrq.gov/summaries/summary/34812/melanoma-percentage-of-patients-who-undergo-a-sentinel-lymph-node-biopsy-slnb-or-lymph-node-dissection-lnd-for-melanoma-for-whom-the-pathology-report-documents-the-number-of-lymph-nodes-examined-and-the-number-of-lymph-nodes-found-to-contain-metastases,./melanoma-percentage-of-patients-who-undergo-a-sentinel-lymph-node-biopsy-slnb-or-lymph-node-dissection-lnd-for-melanoma-for-whom-the-pathology-report-documents-the-number-of-lymph-nodes-examined-and-the-number-of-lymph-nodes-found-to-contain-metastases,20180621174452
"Pain management: percentage of patients with documented reduction of pain symptoms.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48257/pain-management-percentage-of-patients-with-documented-reduction-of-pain-symptoms,./pain-management-percentage-of-patients-with-documented-reduction-of-pain-symptoms,20180621174453
"Planning, organization, and management: number of days in which multidisciplinary clinical rounds are carried out.",https://www.qualitymeasures.ahrq.gov/summaries/summary/43734/planning-organization-and-management-number-of-days-in-which-multidisciplinary-clinical-rounds-are-carried-out,./planning-organization-and-management-number-of-days-in-which-multidisciplinary-clinical-rounds-are-carried-out,20180621180924
"Sickle cell disease (SCD): percentage of children younger than 18 years of age identified as having SCD who received anticipatory guidance regarding the prevention and/or management of fever and severe infection as part of outpatient care during the measurement year.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48188/sickle-cell-disease-scd-percentage-of-children-younger-than-18-years-of-age-identified-as-having-scd-who-received-anticipatory-guidance-regarding-the-prevention-andor-management-of-fever-and-severe-infection-as-part-of-outpatient-care-during-the-measurement-ye,./sickle-cell-disease-scd-percentage-of-children-younger-than-18-years-of-age-identified-as-having-scd-who-received-anticipatory-guidance-regarding-the-prevention-andor-management-of-fever-and-severe-infection-as-part-of-outpatient-care-during-the-measurem,20180621174342
"Brain and central nervous system (CNS) cancer: proportion of patients with brain/CNS cancer undergoing radical radiotherapy for whom the radiotherapy planning process includes MRI fusion.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50796/brain-and-central-nervous-system-cns-cancer-proportion-of-patients-with-braincns-cancer-undergoing-radical-radiotherapy-for-whom-the-radiotherapy-planning-process-includes-mri-fusion,./brain-and-central-nervous-system-cns-cancer-proportion-of-patients-with-braincns-cancer-undergoing-radical-radiotherapy-for-whom-the-radiotherapy-planning-process-includes-mri-fusion,20180621180458
"Eye care: percentage of patients aged 18 years and older with a diagnosis of diabetic retinopathy who had a dilated macular or fundus exam performed which included documentation of the level of severity of retinopathy AND the presence or absence of macular edema during one or more office visits within 12 months.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49585/eye-care-percentage-of-patients-aged-18-years-and-older-with-a-diagnosis-of-diabetic-retinopathy-who-had-a-dilated-macular-or-fundus-exam-performed-which-included-documentation-of-the-level-of-severity-of-retinopathy-and-the-presence-or-absence-of-macular-edem,./eye-care-percentage-of-patients-aged-18-years-and-older-with-a-diagnosis-of-diabetic-retinopathy-who-had-a-dilated-macular-or-fundus-exam-performed-which-included-documentation-of-the-level-of-severity-of-retinopathy-and-the-presence-or-absence-of-macula,20180625144507
"Urinary incontinence (UI): percentage of patients who have failed on nonpharmacologic interventions and are then evaluated for pharmacologic treatment.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48357/urinary-incontinence-ui-percentage-of-patients-who-have-failed-on-nonpharmacologic-interventions-and-are-then-evaluated-for-pharmacologic-treatment,./urinary-incontinence-ui-percentage-of-patients-who-have-failed-on-nonpharmacologic-interventions-and-are-then-evaluated-for-pharmacologic-treatment,20180620213854
"Preventive services: percentage of adult enrolled members age 19 years and older who are up-to-date for all appropriate preventive services (combination 3).",https://www.qualitymeasures.ahrq.gov/summaries/summary/48921/preventive-services-percentage-of-adult-enrolled-members-age-19-years-and-older-who-are-uptodate-for-all-appropriate-preventive-services-combination-3,./preventive-services-percentage-of-adult-enrolled-members-age-19-years-and-older-who-are-uptodate-for-all-appropriate-preventive-services-combination-3,20180621174416
"Disease-specific antibiotic prescribing: percentage of female patients older than 18 years with cystitis/other urinary infection prescribed antibacterials for systemic use receiving the recommended antibacterials.",https://www.qualitymeasures.ahrq.gov/summaries/summary/47524/diseasespecific-antibiotic-prescribing-percentage-of-female-patients-older-than-18-years-with-cystitisother-urinary-infection-prescribed-antibacterials-for-systemic-use-receiving-the-recommended-antibacterials,./diseasespecific-antibiotic-prescribing-percentage-of-female-patients-older-than-18-years-with-cystitisother-urinary-infection-prescribed-antibacterials-for-systemic-use-receiving-the-recommended-antibacterials,20180621180926
"Parkinson's disease: percentage of patients with a diagnosis of Parkinson's disease who had their Parkinson's disease diagnosis reviewed, including a review of current medication and a review for the presence of atypical features (e.g., falls at presentation and early in the disease course, poor response to levodopa, symmetry at onset, rapid progression [to Hoehn and Yahr stage 3 in 3 years], lack of tremor, or dysautonomia) at least annually.",https://www.qualitymeasures.ahrq.gov/summaries/summary/33037/parkinsons-disease-percentage-of-patients-with-a-diagnosis-of-parkinsons-disease-who-had-their-parkinsons-disease-diagnosis-reviewed-including-a-review-of-current-medication-and-a-review-for-the-presence-of-atypical-features-eg-falls-at-presentation-and-early-,./parkinsons-disease-percentage-of-patients-with-a-diagnosis-of-parkinsons-disease-who-had-their-parkinsons-disease-diagnosis-reviewed-including-a-review-of-current-medication-and-a-review-for-the-presence-of-atypical-features-eg-falls-at-presentation-and-,20180620205647
"Prostate cancer: proportion of patients presenting with metastatic prostate cancer (TanyNanyM1) treated with immediate hormone therapy.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50919/prostate-cancer-proportion-of-patients-presenting-with-metastatic-prostate-cancer-tanynanym1-treated-with-immediate-hormone-therapy,./prostate-cancer-proportion-of-patients-presenting-with-metastatic-prostate-cancer-tanynanym1-treated-with-immediate-hormone-therapy,20180621180507
"Diabetes mellitus: percent of patients who have had a dilated eye exam in last 12 months.",https://www.qualitymeasures.ahrq.gov/summaries/summary/27627/diabetes-mellitus-percent-of-patients-who-have-had-a-dilated-eye-exam-in-last-12-months,./diabetes-mellitus-percent-of-patients-who-have-had-a-dilated-eye-exam-in-last-12-months,20180621174340
"Sepsis: proportion of hospitalized children younger than 19 years of age identified as having sepsis syndrome who had a blood culture drawn within 4 hours of meeting diagnostic criteria for the condition.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48480/sepsis-proportion-of-hospitalized-children-younger-than-19-years-of-age-identified-as-having-sepsis-syndrome-who-had-a-blood-culture-drawn-within-4-hours-of-meeting-diagnostic-criteria-for-the-condition,./sepsis-proportion-of-hospitalized-children-younger-than-19-years-of-age-identified-as-having-sepsis-syndrome-who-had-a-blood-culture-drawn-within-4-hours-of-meeting-diagnostic-criteria-for-the-condition,20180623163803
"End stage renal disease (ESRD): risk-adjusted standardized transfusion ratio (STrR) for dialysis facility patients.",https://www.qualitymeasures.ahrq.gov/summaries/summary/51314/end-stage-renal-disease-esrd-riskadjusted-standardized-transfusion-ratio-strr-for-dialysis-facility-patients,,
"Caregiver satisfaction during the bereavement phase of end-of-life care: mean scale score on the global rating of satisfaction question 1 on the CANHELP Bereavement Questionnaire.",https://www.qualitymeasures.ahrq.gov/summaries/summary/35081/caregiver-satisfaction-during-the-bereavement-phase-of-endoflife-care-mean-scale-score-on-the-global-rating-of-satisfaction-question-1-on-the-canhelp-bereavement-questionnaire,./caregiver-satisfaction-during-the-bereavement-phase-of-endoflife-care-mean-scale-score-on-the-global-rating-of-satisfaction-question-1-on-the-canhelp-bereavement-questionnaire,20180621180925
"Palliative care for adults: percentage of adult patients with a serious illness who have documentation in the medical record of a completed advance directive.",https://www.qualitymeasures.ahrq.gov/summaries/summary/47733/palliative-care-for-adults-percentage-of-adult-patients-with-a-serious-illness-who-have-documentation-in-the-medical-record-of-a-completed-advance-directive,./Palliative-care-for-adults-percentage-of-adult-patients-with-a-serious-illness-who-have-documentation-in-the-medical-record-of-a-completed-advance-directive,20180712191242
"Chlamydia screening: percentage of women 16 to 24 years of age who were identified as sexually active and who had at least one test for chlamydia during the measurement year.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48812/chlamydia-screening-percentage-of-women-16-to-24-years-of-age-who-were-identified-as-sexually-active-and-who-had-at-least-one-test-for-chlamydia-during-the-measurement-year,./chlamydia-screening-percentage-of-women-16-to-24-years-of-age-who-were-identified-as-sexually-active-and-who-had-at-least-one-test-for-chlamydia-during-the-measurement-year,20180625150955
"Competency Assessment Instrument (CAI): provider's mean score on the ""Intensive Case Management"" scale.",https://www.qualitymeasures.ahrq.gov/summaries/summary/27481/competency-assessment-instrument-cai-providers-mean-score-on-the-intensive-case-management-scale,./competency-assessment-instrument-cai-providers-mean-score-on-the-intensive-case-management-scale,20180621180929
"Bipolar disorder: the percentage of patients with bipolar disorder who receive an initial assessment that considers alcohol and chemical substance use.",https://www.qualitymeasures.ahrq.gov/summaries/summary/28251/bipolar-disorder-the-percentage-of-patients-with-bipolar-disorder-who-receive-an-initial-assessment-that-considers-alcohol-and-chemical-substance-use,./bipolar-disorder-the-percentage-of-patients-with-bipolar-disorder-who-receive-an-initial-assessment-that-considers-alcohol-and-chemical-substance-use,20180620205852
"Emergency department satisfaction: mean section score for ""Personal/Insurance Information"" questions on Emergency Department Survey.",https://www.qualitymeasures.ahrq.gov/summaries/summary/28168/emergency-department-satisfaction-mean-section-score-for-personalinsurance-information-questions-on-emergency-department-survey,./emergency-department-satisfaction-mean-section-score-for-personalinsurance-information-questions-on-emergency-department-survey,20180621181037
"HIV ambulatory care satisfaction: percentage of HIV positive adult patients who reported how often their plan protected their confidentiality.",https://www.qualitymeasures.ahrq.gov/summaries/summary/27919/hiv-ambulatory-care-satisfaction-percentage-of-hiv-positive-adult-patients-who-reported-how-often-their-plan-protected-their-confidentiality,./hiv-ambulatory-care-satisfaction-percentage-of-hiv-positive-adult-patients-who-reported-how-often-their-plan-protected-their-confidentiality,20180621181032
"Long-stay nursing home care: percent of residents who self-report moderate to severe pain.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50046/longstay-nursing-home-care-percent-of-residents-who-selfreport-moderate-to-severe-pain,./longstay-nursing-home-care-percent-of-residents-who-selfreport-moderate-to-severe-pain,20180625152604
"Advanced chronic kidney disease (CKD): percent of patients with blood pressure checked at every erythropoietin or analogue dose.",https://www.qualitymeasures.ahrq.gov/summaries/summary/28214/advanced-chronic-kidney-disease-ckd-percent-of-patients-with-blood-pressure-checked-at-every-erythropoietin-or-analogue-dose,./advanced-chronic-kidney-disease-ckd-percent-of-patients-with-blood-pressure-checked-at-every-erythropoietin-or-analogue-dose,20180623163753
"Substance use disorders: percentage of patients aged 18 years and older with a diagnosis of current alcohol dependence who were counseled regarding psychosocial AND pharmacologic treatment options for alcohol dependence within the 12 month reporting period.",https://www.qualitymeasures.ahrq.gov/summaries/summary/27965/substance-use-disorders-percentage-of-patients-aged-18-years-and-older-with-a-diagnosis-of-current-alcohol-dependence-who-were-counseled-regarding-psychosocial-and-pharmacologic-treatment-options-for-alcohol-dependence-within-the-12-month-reporting-period,./substance-use-disorders-percentage-of-patients-aged-18-years-and-older-with-a-diagnosis-of-current-alcohol-dependence-who-were-counseled-regarding-psychosocial-and-pharmacologic-treatment-options-for-alcohol-dependence-within-the-12-month-reporting-perio,20180621181034
"Perforated appendix admission rate: percentage of admissions for any-listed diagnosis of perforations or abscesses of the appendix per 1,000 admissions with any listed appendicitis, ages 18 years and older.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49499/perforated-appendix-admission-rate-percentage-of-admissions-for-anylisted-diagnosis-of-perforations-or-abscesses-of-the-appendix-per-1000-admissions-with-any-listed-appendicitis-ages-18-years-and-older,./perforated-appendix-admission-rate-percentage-of-admissions-for-anylisted-diagnosis-of-perforations-or-abscesses-of-the-appendix-per-1000-admissions-with-any-listed-appendicitis-ages-18-years-and-older,20180625150430
"Stroke: percent of ischemic stroke patients administered antithrombotic therapy by the end of hospital day 2.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49167/stroke-percent-of-ischemic-stroke-patients-administered-antithrombotic-therapy-by-the-end-of-hospital-day-2,./stroke-percent-of-ischemic-stroke-patients-administered-antithrombotic-therapy-by-the-end-of-hospital-day-2,20170702182127
"Cervical cancer screening: percentage of eligible women who have a subsequent Pap test within 42 months of the index test with a negative result.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50378/cervical-cancer-screening-percentage-of-eligible-women-who-have-a-subsequent-pap-test-within-42-months-of-the-index-test-with-a-negative-result,./cervical-cancer-screening-percentage-of-eligible-women-who-have-a-subsequent-pap-test-within-42-months-of-the-index-test-with-a-negative-result,20180621180500
"Assessment and prevention of thrombotic and ischemic complications in patients undergoing procedures with pneumatic tourniquet: percentage of failures in monitoring ischemia time and pressure in surgical procedures using pneumatic tourniquet.",https://www.qualitymeasures.ahrq.gov/summaries/summary/27564/assessment-and-prevention-of-thrombotic-and-ischemic-complications-in-patients-undergoing-procedures-with-pneumatic-tourniquet-percentage-of-failures-in-monitoring-ischemia-time-and-pressure-in-surgical-procedures-using-pneumatic-tourniquet,./assessment-and-prevention-of-thrombotic-and-ischemic-complications-in-patients-undergoing-procedures-with-pneumatic-tourniquet-percentage-of-failures-in-monitoring-ischemia-time-and-pressure-in-surgical-procedures-using-pneumatic-tourniquet,20180621180504
"HIV ambulatory care satisfaction: percentage of HIV positive adult patients who reported whether they wanted to have more time in group therapy to meet their needs.",https://www.qualitymeasures.ahrq.gov/summaries/summary/27859/hiv-ambulatory-care-satisfaction-percentage-of-hiv-positive-adult-patients-who-reported-whether-they-wanted-to-have-more-time-in-group-therapy-to-meet-their-needs,./hiv-ambulatory-care-satisfaction-percentage-of-hiv-positive-adult-patients-who-reported-whether-they-wanted-to-have-more-time-in-group-therapy-to-meet-their-needs,20180621181030
"Communication of changes in patient care: percentage of healthcare professionals who affirm that in their unit or area new prescriptions are always ordered revising all the medication being taken by the patient.",https://www.qualitymeasures.ahrq.gov/summaries/summary/27527/communication-of-changes-in-patient-care-percentage-of-healthcare-professionals-who-affirm-that-in-their-unit-or-area-new-prescriptions-are-always-ordered-revising-all-the-medication-being-taken-by-the-patient,./communication-of-changes-in-patient-care-percentage-of-healthcare-professionals-who-affirm-that-in-their-unit-or-area-new-prescriptions-are-always-ordered-revising-all-the-medication-being-taken-by-the-patient,20180621180505
"Communication climate: mean score for the ""Leadership Commitment"" domain on the Patient (or Pediatric) Survey and Staff Survey.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49854/communication-climate-mean-score-for-the-leadership-commitment-domain-on-the-patient-or-pediatric-survey-and-staff-survey,./communication-climate-mean-score-for-the-leadership-commitment-domain-on-the-patient-or-pediatric-survey-and-staff-survey,20180621181033
"Adult depression in primary care: percentage of patients with cardiovascular disease with documentation of screening for major depression or persistent depressive disorder using either PHQ-2 or PHQ-9.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50186/adult-depression-in-primary-care-percentage-of-patients-with-cardiovascular-disease-with-documentation-of-screening-for-major-depression-or-persistent-depressive-disorder-using-either-phq2-or-phq9,./Adult-depression-in-primary-care-percentage-of-patients-with-cardiovascular-disease-with-documentation-of-screening-for-major-depression-or-persistent-depressive-disorder-using-either-PHQ2-or-PHQ9,20180712190105
"Weight assessment and counseling for nutrition and physical activity for children/adolescents: percentage of members 3 to 17 years of age who had an outpatient visit with a PCP or OB/GYN and who had evidence of counseling for physical activity during the measurement year.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49691/weight-assessment-and-counseling-for-nutrition-and-physical-activity-for-childrenadolescents-percentage-of-members-3-to-17-years-of-age-who-had-an-outpatient-visit-with-a-pcp-or-obgyn-and-who-had-evidence-of-counseling-for-physical-activity-during-the-measurem,./weight-assessment-and-counseling-for-nutrition-and-physical-activity-for-childrenadolescents-percentage-of-members-3-to-17-years-of-age-who-had-an-outpatient-visit-with-a-pcp-or-obgyn-and-who-had-evidence-of-counseling-for-physical-activity-during-the-me,20180625163616
"Dental care: percentage of caries-related ED visits among children 0 through 20 years in the reporting year for which the member visited a dentist within 30 days of the ED visit.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49004/dental-care-percentage-of-cariesrelated-ed-visits-among-children-0-through-20-years-in-the-reporting-year-for-which-the-member-visited-a-dentist-within-30-days-of-the-ed-visit,./dental-care-percentage-of-cariesrelated-ed-visits-among-children-0-through-20-years-in-the-reporting-year-for-which-the-member-visited-a-dentist-within-30-days-of-the-ed-visit,20180621171330
"Occupational health: annual crude rate of ED visits for heat-related illness per 100,000 employed persons age 16 years and older.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50332/occupational-health-annual-crude-rate-of-ed-visits-for-heatrelated-illness-per-100000-employed-persons-age-16-years-and-older,./occupational-health-annual-crude-rate-of-ed-visits-for-heatrelated-illness-per-100000-employed-persons-age-16-years-and-older,20180621170801
"Breast cancer: proportion of patients with invasive breast cancer for whom the HER2 status (as detected by immunohistochemistry [IHC] and/or fluorescence in-situ hybridization [FISH] analysis) is reported within 2 weeks of core biopsy.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50936/breast-cancer-proportion-of-patients-with-invasive-breast-cancer-for-whom-the-her2-status-as-detected-by-immunohistochemistry-ihc-andor-fluorescence-insitu-hybridization-fish-analysis-is-reported-within-2-weeks-of-core-biopsy,./breast-cancer-proportion-of-patients-with-invasive-breast-cancer-for-whom-the-her2-status-as-detected-by-immunohistochemistry-ihc-andor-fluorescence-insitu-hybridization-fish-analysis-is-reported-within-2-weeks-of-core-biopsy,20180621180502
"Occupational health: annual work-related injuries crude fatality rate per 100,000 full-time-equivalent workers (FTEs) age 16 years or older.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49359/occupational-health-annual-workrelated-injuries-crude-fatality-rate-per-100000-fulltimeequivalent-workers-ftes-age-16-years-or-older,./occupational-health-annual-workrelated-injuries-crude-fatality-rate-per-100000-fulltimeequivalent-workers-ftes-age-16-years-or-older,20180621170808
"Pancreatic cancer: percentage of patients with clinical stage IV disease for whom cancer-directed surgery is not done.",https://www.qualitymeasures.ahrq.gov/summaries/summary/34311/pancreatic-cancer-percentage-of-patients-with-clinical-stage-iv-disease-for-whom-cancerdirected-surgery-is-not-done,./pancreatic-cancer-percentage-of-patients-with-clinical-stage-iv-disease-for-whom-cancerdirected-surgery-is-not-done,20180621171411
"Depression: percent of clinically significant depression patients with a 50 percent or greater reduction in Patient Health Questionnaire (PHQ) 4 months or longer after the last New Episode PHQ.",https://www.qualitymeasures.ahrq.gov/summaries/summary/27610/depression-percent-of-clinically-significant-depression-patients-with-a-50-percent-or-greater-reduction-in-patient-health-questionnaire-phq-4-months-or-longer-after-the-last-new-episode-phq,./depression-percent-of-clinically-significant-depression-patients-with-a-50-percent-or-greater-reduction-in-patient-health-questionnaire-phq-4-months-or-longer-after-the-last-new-episode-phq,20180621171406
"Perioperative care: percentage of patients, aged 18 years and older, who undergo a procedure under an inhalational general anesthetic, AND who have three or more risk factors for postoperative nausea and vomiting (PONV), who receive combination therapy consisting of at least two prophylactic pharmacologic anti-emetic agents of different classes preoperatively or intraoperatively.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49894/perioperative-care-percentage-of-patients-aged-18-years-and-older-who-undergo-a-procedure-under-an-inhalational-general-anesthetic-and-who-have-three-or-more-risk-factors-for-postoperative-nausea-and-vomiting-ponv-who-receive-combination-therapy-consisting-of-,./perioperative-care-percentage-of-patients-aged-18-years-and-older-who-undergo-a-procedure-under-an-inhalational-general-anesthetic-and-who-have-three-or-more-risk-factors-for-postoperative-nausea-and-vomiting-ponv-who-receive-combination-therapy-consisti,20180623150203
"Inflammatory bowel disease (IBD): percentage of patients aged 18 years and older with a diagnosis of IBD who have documented the disease type, anatomic location and activity, at least once during the reporting year.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49645/inflammatory-bowel-disease-ibd-percentage-of-patients-aged-18-years-and-older-with-a-diagnosis-of-ibd-who-have-documented-the-disease-type-anatomic-location-and-activity-at-least-once-during-the-reporting-year,./inflammatory-bowel-disease-ibd-percentage-of-patients-aged-18-years-and-older-with-a-diagnosis-of-ibd-who-have-documented-the-disease-type-anatomic-location-and-activity-at-least-once-during-the-reporting-year,20180625151804
"Health plan members' experiences: percentage of adult health plan members who reported how often their doctors communicated well.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49794/health-plan-members-experiences-percentage-of-adult-health-plan-members-who-reported-how-often-their-doctors-communicated-well,./health-plan-members-experiences-percentage-of-adult-health-plan-members-who-reported-how-often-their-doctors-communicated-well,20180621171327
"Stroke: age-standardized rate of new stroke events admitted to an acute care hospital per 100,000 population age 20 and older.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48958/stroke-agestandardized-rate-of-new-stroke-events-admitted-to-an-acute-care-hospital-per-100000-population-age-20-and-older,./stroke-agestandardized-rate-of-new-stroke-events-admitted-to-an-acute-care-hospital-per-100000-population-age-20-and-older,20180621171257
"Upper gastrointestinal (GI) cancer: proportion of patients with oesophageal or gastric cancer who undergo CT of the abdomen +/- chest +/- pelvis.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50873/upper-gastrointestinal-gi-cancer-proportion-of-patients-with-oesophageal-or-gastric-cancer-who-undergo-ct-of-the-abdomen---chest---pelvis,./upper-gastrointestinal-gi-cancer-proportion-of-patients-with-oesophageal-or-gastric-cancer-who-undergo-ct-of-the-abdomen---chest---pelvis,20180621193515
"Palliative care inpatient experiences: percentage of hospitalized patients who reported that they felt heard and understood by doctors, nurses, and hospital staff on the Heard & Understood item.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50481/palliative-care-inpatient-experiences-percentage-of-hospitalized-patients-who-reported-that-they-felt-heard-and-understood-by-doctors-nurses-and-hospital-staff-on-the-heard---understood-item,./palliative-care-inpatient-experiences-percentage-of-hospitalized-patients-who-reported-that-they-felt-heard-and-understood-by-doctors-nurses-and-hospital-staff-on-the-heard---understood-item,20180625143504
"Pulmonary resection: percentage of patients undergoing pulmonary resection for whom forced expiratory volume in one second (FEV1) and diffusing capacity of carbon monoxide (DLCO) was obtained within 365 days before lung resection.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50581/pulmonary-resection-percentage-of-patients-undergoing-pulmonary-resection-for-whom-forced-expiratory-volume-in-one-second-fev1-and-diffusing-capacity-of-carbon-monoxide-dlco-was-obtained-within-365-days-before-lung-resection,./pulmonary-resection-percentage-of-patients-undergoing-pulmonary-resection-for-whom-forced-expiratory-volume-in-one-second-fev1-and-diffusing-capacity-of-carbon-monoxide-dlco-was-obtained-within-365-days-before-lung-resection,20180621171333
"Pulmonary resection: percentage of patients undergoing pulmonary resection who have documentation of the use of postoperative incentive spirometry.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50587/pulmonary-resection-percentage-of-patients-undergoing-pulmonary-resection-who-have-documentation-of-the-use-of-postoperative-incentive-spirometry,./pulmonary-resection-percentage-of-patients-undergoing-pulmonary-resection-who-have-documentation-of-the-use-of-postoperative-incentive-spirometry,20180621171410
"Acute respiratory failure: percentage of unplanned extubations.",https://www.qualitymeasures.ahrq.gov/summaries/summary/43651/acute-respiratory-failure-percentage-of-unplanned-extubations,./acute-respiratory-failure-percentage-of-unplanned-extubations,20180621171332
"Use of imaging studies for low back pain: percentage of members with a primary diagnosis of low back pain who did not have an imaging study (plain x-ray, MRI, CT scan) within 28 days of the diagnosis.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49748/use-of-imaging-studies-for-low-back-pain-percentage-of-members-with-a-primary-diagnosis-of-low-back-pain-who-did-not-have-an-imaging-study-plain-xray-mri-ct-scan-within-28-days-of-the-diagnosis,./use-of-imaging-studies-for-low-back-pain-percentage-of-members-with-a-primary-diagnosis-of-low-back-pain-who-did-not-have-an-imaging-study-plain-xray-mri-ct-scan-within-28-days-of-the-diagnosis,20180625145807
"Adult depression in primary care: percentage of patients who have reached remission at six months (+/- 30 days) after diagnosis or initiating treatment, e.g., had any PHQ-9 score less than 5 at six months (+/- 30 days).",https://www.qualitymeasures.ahrq.gov/summaries/summary/50192/adult-depression-in-primary-care-percentage-of-patients-who-have-reached-remission-at-six-months---30-days-after-diagnosis-or-initiating-treatment-eg-had-any-phq9-score-less-than-5-at-six-months---30-days,./Adult-depression-in-primary-care-percentage-of-patients-who-have-reached-remission-at-six-months---30-days-after-diagnosis-or-initiating-treatment-eg-had-any-PHQ9-score-less-than-5-at-six-months---30-days,20180712190150
"Pediatric primary care: mean score on the ""Contextual Knowledge"" subscale of the Parent's Perceptions of Primary Care (P3C) instrument.",https://www.qualitymeasures.ahrq.gov/summaries/summary/32502/pediatric-primary-care-mean-score-on-the-contextual-knowledge-subscale-of-the-parents-perceptions-of-primary-care-p3c-instrument,./pediatric-primary-care-mean-score-on-the-contextual-knowledge-subscale-of-the-parents-perceptions-of-primary-care-p3c-instrument,20180621171054
"Adult trauma care: does the trauma system have a protocol to guide the transfer of injured patients age 18 years and older from a lower-level facility to a higher-level facility?",https://www.qualitymeasures.ahrq.gov/summaries/summary/48420/adult-trauma-care-does-the-trauma-system-have-a-protocol-to-guide-the-transfer-of-injured-patients-age-18-years-and-older-from-a-lowerlevel-facility-to-a-higherlevel-facility,./adult-trauma-care-does-the-trauma-system-have-a-protocol-to-guide-the-transfer-of-injured-patients-age-18-years-and-older-from-a-lowerlevel-facility-to-a-higherlevel-facility,20180621171408
"Use of appropriate medications for people with asthma: percentage of patients 5 to 64 years of age during the measurement year who were identified as having persistent asthma and who were appropriately dispensed medication during the measurement year.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48818/use-of-appropriate-medications-for-people-with-asthma-percentage-of-patients-5-to-64-years-of-age-during-the-measurement-year-who-were-identified-as-having-persistent-asthma-and-who-were-appropriately-dispensed-medication-during-the-measurement-year,./use-of-appropriate-medications-for-people-with-asthma-percentage-of-patients-5-to-64-years-of-age-during-the-measurement-year-who-were-identified-as-having-persistent-asthma-and-who-were-appropriately-dispensed-medication-during-the-measurement-year,20180625145735
"Patients' experiences: percentage of patients who reported how often their provider seemed informed and up-to-date about the care from specialists.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49107/patients-experiences-percentage-of-patients-who-reported-how-often-their-provider-seemed-informed-and-uptodate-about-the-care-from-specialists,./patients-experiences-percentage-of-patients-who-reported-how-often-their-provider-seemed-informed-and-uptodate-about-the-care-from-specialists,20180621171415
