"guideline anchor","guideline url",mirror_file,timestamp
"Evidence-based guidelines for the management of large hemispheric infarction: a statement for health care professionals from the Neurocritical Care Society and the German Society for Neuro-Intensive Care and Emergency Medicine.",https://www.guideline.gov/summaries/summary/50525/evidencebased-guidelines-for-the-management-of-large-hemispheric-infarction-a-statement-for-health-care-professionals-from-the-neurocritical-care-society-and-the-german-society-for-neurointensive-care-and-emergency-medicine,./evidencebased-guidelines-for-the-management-of-large-hemispheric-infarction-a-statement-for-health-care-professionals-from-the-neurocritical-care-society-and-the-german-society-for-neurointensive-care-and-emergency-medicine,20180712192316
"Postmastectomy radiotherapy: an American Society of Clinical Oncology, American Society for Radiation Oncology, and Society of Surgical Oncology focused guideline update.",https://www.guideline.gov/summaries/summary/50668/postmastectomy-radiotherapy-an-american-society-of-clinical-oncology-american-society-for-radiation-oncology-and-society-of-surgical-oncology-focused-guideline-update,./postmastectomy-radiotherapy-an-american-society-of-clinical-oncology-american-society-for-radiation-oncology-and-society-of-surgical-oncology-focused-guideline-update,20180712195931
"Guideline for primary antifungal prophylaxis for pediatric patients with cancer or hematopoietic stem cell transplant recipients.",https://www.guideline.gov/summaries/summary/49008/guideline-for-primary-antifungal-prophylaxis-for-pediatric-patients-with-cancer-or-hematopoietic-stem-cell-transplant-recipients,./guideline-for-primary-antifungal-prophylaxis-for-pediatric-patients-with-cancer-or-hematopoietic-stem-cell-transplant-recipients,20180712195901
Pharyngitis.,https://www.guideline.gov/summaries/summary/46947/pharyngitis,./pharyngitis,20180712202155
"Congress of Neurological Surgeons systematic review and evidence-based guidelines on intraoperative cranial nerve monitoring in vestibular schwannoma surgery.",https://www.guideline.gov/summaries/summary/51275/congress-of-neurological-surgeons-systematic-review-and-evidencebased-guidelines-on-intraoperative-cranial-nerve-monitoring-in-vestibular-schwannoma-surgery,./congress-of-neurological-surgeons-systematic-review-and-evidencebased-guidelines-on-intraoperative-cranial-nerve-monitoring-in-vestibular-schwannoma-surgery,20180713063125
"Role of endoscopy in the staging and management of colorectal cancer.",https://www.guideline.gov/summaries/summary/46944/role-of-endoscopy-in-the-staging-and-management-of-colorectal-cancer,./role-of-endoscopy-in-the-staging-and-management-of-colorectal-cancer,20180712195922
"ACR Appropriateness Criteria® cerebrovascular disease.",https://www.guideline.gov/summaries/summary/50462/acr-appropriateness-criteria--cerebrovascular-disease,./acr-appropriateness-criteria--cerebrovascular-disease,20180712193830
"ACR Appropriateness Criteria® metastatic epidural spinal cord compression and recurrent spinal metastasis.",https://www.guideline.gov/summaries/summary/49088/acr-appropriateness-criteria--metastatic-epidural-spinal-cord-compression-and-recurrent-spinal-metastasis,./acr-appropriateness-criteria--metastatic-epidural-spinal-cord-compression-and-recurrent-spinal-metastasis,20180712201252
"ACR Appropriateness Criteria® abdominal aortic aneurysm: interventional planning and follow-up.",https://www.guideline.gov/summaries/summary/51252/acr-appropriateness-criteria--abdominal-aortic-aneurysm-interventional-planning-and-followup,./acr-appropriateness-criteria--abdominal-aortic-aneurysm-interventional-planning-and-followup,20180712210119
"Clinical practice guideline: hoarseness (dysphonia) (update).",https://www.guideline.gov/summaries/summary/51295/clinical-practice-guideline-hoarseness-dysphonia-update,./clinical-practice-guideline-hoarseness-dysphonia-update,20180712205925
"Final recommendation statement: preeclampsia: screening.",https://www.guideline.gov/summaries/summary/51003/final-recommendation-statement-preeclampsia-screening,./final-recommendation-statement-preeclampsia-screening,20180712210123
"Recommendations for growth monitoring, and prevention and management of overweight and obesity in children and youth in primary care.",https://www.guideline.gov/summaries/summary/49131/recommendations-for-growth-monitoring-and-prevention-and-management-of-overweight-and-obesity-in-children-and-youth-in-primary-care,./recommendations-for-growth-monitoring-and-prevention-and-management-of-overweight-and-obesity-in-children-and-youth-in-primary-care,20180712203704
"ACR Appropriateness Criteria® local excision in rectal cancer.",https://www.guideline.gov/summaries/summary/48298/acr-appropriateness-criteria--local-excision-in-rectal-cancer,./acr-appropriateness-criteria--local-excision-in-rectal-cancer,20180712201305
"Naloxegol for treating opioid-induced constipation.",https://www.guideline.gov/summaries/summary/49480/naloxegol-for-treating-opioidinduced-constipation,./naloxegol-for-treating-opioidinduced-constipation,20180712210107
"Guideline for safe use of energy-generating devices.",https://www.guideline.gov/summaries/summary/50611/guideline-for-safe-use-of-energygenerating-devices,./guideline-for-safe-use-of-energygenerating-devices,20180712205511
"Heart failure in adults.",https://www.guideline.gov/summaries/summary/47030/heart-failure-in-adults,./Heart-failure-in-adults,20180713042746
"Multiple sclerosis: management of multiple sclerosis in primary and secondary care.",https://www.guideline.gov/summaries/summary/48753/multiple-sclerosis-management-of-multiple-sclerosis-in-primary-and-secondary-care,./multiple-sclerosis-management-of-multiple-sclerosis-in-primary-and-secondary-care,20180713033201
"ACR Appropriateness Criteria® induction and adjuvant therapy for N2 non–small-cell lung cancer.",https://www.guideline.gov/summaries/summary/47694/acr-appropriateness-criteria--induction-and-adjuvant-therapy-for-n2-non-smallcell-lung-cancer,./acr-appropriateness-criteria--induction-and-adjuvant-therapy-for-n2-non-smallcell-lung-cancer,20180712195851
"Hydroxyurea therapy in the management of sickle cell disease. In: Evidence-based management of sickle cell disease.",https://www.guideline.gov/summaries/summary/48527/hydroxyurea-therapy-in-the-management-of-sickle-cell-disease-in-evidencebased-management-of-sickle-cell-disease,./hydroxyurea-therapy-in-the-management-of-sickle-cell-disease-in-evidencebased-management-of-sickle-cell-disease,20180712192350
"Diagnosis and management of prosthetic joint infection: clinical practice guidelines by the Infectious Diseases Society of America.",https://www.guideline.gov/summaries/summary/39267/diagnosis-and-management-of-prosthetic-joint-infection-clinical-practice-guidelines-by-the-infectious-diseases-society-of-america,./diagnosis-and-management-of-prosthetic-joint-infection-clinical-practice-guidelines-by-the-infectious-diseases-society-of-america,20180712204846
"Clinical guideline: management of gastroparesis.",https://www.guideline.gov/summaries/summary/43612/clinical-guideline-management-of-gastroparesis,./clinical-guideline-management-of-gastroparesis,20180712205109
"British Association of Dermatologists' guidelines for the management of contact dermatitis 2017.",https://www.guideline.gov/summaries/summary/50734/british-association-of-dermatologists-guidelines-for-the-management-of-contact-dermatitis-2017,./british-association-of-dermatologists-guidelines-for-the-management-of-contact-dermatitis-2017,20180712210344
"Guideline for the prevention of acute chemotherapy-induced nausea and vomiting in pediatric cancer patients: a focused update.",https://www.guideline.gov/summaries/summary/51066/guideline-for-the-prevention-of-acute-chemotherapyinduced-nausea-and-vomiting-in-pediatric-cancer-patients-a-focused-update,./guideline-for-the-prevention-of-acute-chemotherapyinduced-nausea-and-vomiting-in-pediatric-cancer-patients-a-focused-update,20180712195845
"Management of febrile neutropenia in adult cancer patients.",https://www.guideline.gov/summaries/summary/47840/management-of-febrile-neutropenia-in-adult-cancer-patients,./management-of-febrile-neutropenia-in-adult-cancer-patients,20180712192331
"Cervical and thoracic spine disorders.",https://www.guideline.gov/summaries/summary/50688/cervical-and-thoracic-spine-disorders,./cervical-and-thoracic-spine-disorders,20180712203702
"ACR Appropriateness Criteria® staging of pancreatic ductal adenocarcinoma.",https://www.guideline.gov/summaries/summary/51229/acr-appropriateness-criteria--staging-of-pancreatic-ductal-adenocarcinoma,./acr-appropriateness-criteria--staging-of-pancreatic-ductal-adenocarcinoma,20180712195908
"Guideline recommendations and their rationales for the treatment of adult patients. In: Shared decision-making in the appropriate initiation of and withdrawal from dialysis, 2nd edition.",https://www.guideline.gov/summaries/summary/24176/guideline-recommendations-and-their-rationales-for-the-treatment-of-adult-patients-in-shared-decisionmaking-in-the-appropriate-initiation-of-and-withdrawal-from-dialysis-2nd-edition,./guideline-recommendations-and-their-rationales-for-the-treatment-of-adult-patients-in-shared-decisionmaking-in-the-appropriate-initiation-of-and-withdrawal-from-dialysis-2nd-edition,20180712203756
"Clinical practice guideline: benign paroxysmal positional vertigo (update).",https://www.guideline.gov/summaries/summary/51020/clinical-practice-guideline-benign-paroxysmal-positional-vertigo-update,./clinical-practice-guideline-benign-paroxysmal-positional-vertigo-update,20180614224158
"ACR Appropriateness Criteria® blunt chest trauma.",https://www.guideline.gov/summaries/summary/47677/acr-appropriateness-criteria--blunt-chest-trauma,./acr-appropriateness-criteria--blunt-chest-trauma,20180712192305
"Pharmacological management of obesity: an Endocrine Society clinical practice guideline.",https://www.guideline.gov/summaries/summary/49254/pharmacological-management-of-obesity-an-endocrine-society-clinical-practice-guideline,./pharmacological-management-of-obesity-an-endocrine-society-clinical-practice-guideline,20180712203802
"NSGC practice guideline: prenatal screening and diagnostic testing options for chromosome aneuploidy.",https://www.guideline.gov/summaries/summary/43950/nsgc-practice-guideline-prenatal-screening-and-diagnostic-testing-options-for-chromosome-aneuploidy,./nsgc-practice-guideline-prenatal-screening-and-diagnostic-testing-options-for-chromosome-aneuploidy,20180712211538
"Best evidence statement (BESt). Providing most effective child life care for patients having general anesthesia.",https://www.guideline.gov/summaries/summary/47379/best-evidence-statement-best-providing-most-effective-child-life-care-for-patients-having-general-anesthesia,./best-evidence-statement-best-providing-most-effective-child-life-care-for-patients-having-general-anesthesia,20180713025846
"Psychosis and schizophrenia in adults: treatment and management.",https://www.guideline.gov/summaries/summary/47863/psychosis-and-schizophrenia-in-adults-treatment-and-management,./psychosis-and-schizophrenia-in-adults-treatment-and-management,20180713033500
"Prevention and management of obesity for adults.",https://www.guideline.gov/summaries/summary/46240/prevention-and-management-of-obesity-for-adults,./Prevention-and-management-of-obesity-for-adults,20180713043419
"2014 UK national guideline on the management of vulval conditions.",https://www.guideline.gov/summaries/summary/47820/2014-uk-national-guideline-on-the-management-of-vulval-conditions,./2014-uk-national-guideline-on-the-management-of-vulval-conditions,20180712202635
"Screening for gestational diabetes mellitus: U.S. Preventive Services Task Force recommendation statement.",https://www.guideline.gov/summaries/summary/47757/screening-for-gestational-diabetes-mellitus-us-preventive-services-task-force-recommendation-statement,./screening-for-gestational-diabetes-mellitus-us-preventive-services-task-force-recommendation-statement,20180713031108
"Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for CYP2D6 and CYP2C19 genotypes and dosing of selective serotonin reuptake inhibitors.",https://www.guideline.gov/summaries/summary/50007/clinical-pharmacogenetics-implementation-consortium-cpic-guideline-for-cyp2d6-and-cyp2c19-genotypes-and-dosing-of-selective-serotonin-reuptake-inhibitors,./clinical-pharmacogenetics-implementation-consortium-cpic-guideline-for-cyp2d6-and-cyp2c19-genotypes-and-dosing-of-selective-serotonin-reuptake-inhibitors,20180712205819
"Quick starting contraception.",https://www.guideline.gov/summaries/summary/51089/quick-starting-contraception,./quick-starting-contraception,20180712210015
"Recommendations for antithrombotic agents for the prevention of stroke and systemic embolism in patients with atrial fibrillation.",https://www.guideline.gov/summaries/summary/45138/recommendations-for-antithrombotic-agents-for-the-prevention-of-stroke-and-systemic-embolism-in-patients-with-atrial-fibrillation,./recommendations-for-antithrombotic-agents-for-the-prevention-of-stroke-and-systemic-embolism-in-patients-with-atrial-fibrillation,20180712211150
"Dimethyl fumarate for treating relapsing-remitting multiple sclerosis.",https://www.guideline.gov/summaries/summary/48484/dimethyl-fumarate-for-treating-relapsingremitting-multiple-sclerosis,./dimethyl-fumarate-for-treating-relapsingremitting-multiple-sclerosis,20180713041400
"Cancer chemotherapy and pregnancy.",https://www.guideline.gov/summaries/summary/43907/cancer-chemotherapy-and-pregnancy,./cancer-chemotherapy-and-pregnancy,20180712195854
"Primary care interventions to prevent tobacco use in children and adolescents: U.S. Preventive Services Task Force recommendation statement.",https://www.guideline.gov/summaries/summary/47067/primary-care-interventions-to-prevent-tobacco-use-in-children-and-adolescents-us-preventive-services-task-force-recommendation-statement,./primary-care-interventions-to-prevent-tobacco-use-in-children-and-adolescents-us-preventive-services-task-force-recommendation-statement,20180712210101
"Anaphylaxis: guidelines from the European Academy of Allergy and Clinical Immunology.",https://www.guideline.gov/summaries/summary/48690/anaphylaxis-guidelines-from-the-european-academy-of-allergy-and-clinical-immunology,./anaphylaxis-guidelines-from-the-european-academy-of-allergy-and-clinical-immunology,20180712193834
"ACR Appropriateness Criteria® suspected infective endocarditis.",https://www.guideline.gov/summaries/summary/48281/acr-appropriateness-criteria--suspected-infective-endocarditis,./acr-appropriateness-criteria--suspected-infective-endocarditis,20180712184721
"Molecular biomarkers for the evaluation of colorectal cancer: guideline from the American Society for Clinical Pathology, College of American Pathologists, Association for Molecular Pathology, and the American Society of Clinical Oncology.",https://www.guideline.gov/summaries/summary/51012/molecular-biomarkers-for-the-evaluation-of-colorectal-cancer-guideline-from-the-american-society-for-clinical-pathology-college-of-american-pathologists-association-for-molecular-pathology-and-the-american-society-of-clinical-oncology,./molecular-biomarkers-for-the-evaluation-of-colorectal-cancer-guideline-from-the-american-society-for-clinical-pathology-college-of-american-pathologists-association-for-molecular-pathology-and-the-american-society-of-clinical-oncology,20180614223530
"Summary of evidence-based guideline: periprocedural management of antithrombotic medications in patients with ischemic cerebrovascular disease. Report of the Guideline Development Subcommittee of the American Academy of Neurology.",https://www.guideline.gov/summaries/summary/46412/summary-of-evidencebased-guideline-periprocedural-management-of-antithrombotic-medications-in-patients-with-ischemic-cerebrovascular-disease-report-of-the-guideline-development-subcommittee-of-the-american-academy-of-neurology,./summary-of-evidencebased-guideline-periprocedural-management-of-antithrombotic-medications-in-patients-with-ischemic-cerebrovascular-disease-report-of-the-guideline-development-subcommittee-of-the-american-academy-of-neurology,20180712203411
"Practice parameter: pharmacologic treatment of spasticity in children and adolescents with cerebral palsy (an evidence-based review). Report of the Quality Standards Subcommittee of the American Academy of Neurology and the Practice Committee of the Child Neurology Society.",https://www.guideline.gov/summaries/summary/15632/practice-parameter-pharmacologic-treatment-of-spasticity-in-children-and-adolescents-with-cerebral-palsy-an-evidencebased-review-report-of-the-quality-standards-subcommittee-of-the-american-academy-of-neurology-and-the-practice-committee-of-the-child-neurology,./practice-parameter-pharmacologic-treatment-of-spasticity-in-children-and-adolescents-with-cerebral-palsy-an-evidencebased-review-report-of-the-quality-standards-subcommittee-of-the-american-academy-of-neurology-and-the-practice-committee-of-the-child-neu,20180712203431
"Motor vehicle collision-related injuries in the elderly: an Eastern Association for the Surgery of Trauma evidence-based review of risk factors and prevention.",https://www.guideline.gov/summaries/summary/49615/motor-vehicle-collisionrelated-injuries-in-the-elderly-an-eastern-association-for-the-surgery-of-trauma-evidencebased-review-of-risk-factors-and-prevention,./motor-vehicle-collisionrelated-injuries-in-the-elderly-an-eastern-association-for-the-surgery-of-trauma-evidencebased-review-of-risk-factors-and-prevention,20180712184209
"Diabetes in pregnancy: management of diabetes and its complications from preconception to the postnatal period.",https://www.guideline.gov/summaries/summary/49120/diabetes-in-pregnancy-management-of-diabetes-and-its-complications-from-preconception-to-the-postnatal-period,./diabetes-in-pregnancy-management-of-diabetes-and-its-complications-from-preconception-to-the-postnatal-period,20180712221259
"VA/DoD clinical practice guideline for the management of major depressive disorder.",https://www.guideline.gov/summaries/summary/50325/vadod-clinical-practice-guideline-for-the-management-of-major-depressive-disorder,./vadod-clinical-practice-guideline-for-the-management-of-major-depressive-disorder,20180712184717
"Screening for breast cancer: U.S. Preventive Services Task Force recommendation statement.",https://www.guideline.gov/summaries/summary/50033/screening-for-breast-cancer-us-preventive-services-task-force-recommendation-statement,./screening-for-breast-cancer-us-preventive-services-task-force-recommendation-statement,20180712184339
"Coeliac disease: recognition, assessment and management.",https://www.guideline.gov/summaries/summary/49592/coeliac-disease-recognition-assessment-and-management,./coeliac-disease-recognition-assessment-and-management,20180712202257
"Metastatic pancreatic cancer: American Society of Clinical Oncology clinical practice guideline.",https://www.guideline.gov/summaries/summary/50448/metastatic-pancreatic-cancer-american-society-of-clinical-oncology-clinical-practice-guideline,./metastatic-pancreatic-cancer-american-society-of-clinical-oncology-clinical-practice-guideline,20180712200338
"Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines for CYP3A5 genotype and tacrolimus dosing.",https://www.guideline.gov/summaries/summary/49492/clinical-pharmacogenetics-implementation-consortium-cpic-guidelines-for-cyp3a5-genotype-and-tacrolimus-dosing,./clinical-pharmacogenetics-implementation-consortium-cpic-guidelines-for-cyp3a5-genotype-and-tacrolimus-dosing,20180712203137
"Alemtuzumab for treating relapsing–remitting multiple sclerosis.",https://www.guideline.gov/summaries/summary/48264/alemtuzumab-for-treating-relapsing-remitting-multiple-sclerosis,./alemtuzumab-for-treating-relapsing-remitting-multiple-sclerosis,20180712203125
"Best evidence statement (BESt). A formal follow-up process in the safety reporting system.",https://www.guideline.gov/summaries/summary/44351/best-evidence-statement-best-a-formal-followup-process-in-the-safety-reporting-system,./best-evidence-statement-best-a-formal-followup-process-in-the-safety-reporting-system,20180712184337
"ACR Appropriateness Criteria® chronic extremity joint pain—suspected inflammatory arthritis.",https://www.guideline.gov/summaries/summary/50494/acr-appropriateness-criteria--chronic-extremity-joint-pain-suspected-inflammatory-arthritis,./acr-appropriateness-criteria--chronic-extremity-joint-pain-suspected-inflammatory-arthritis,20180712202903
"VA/DoD clinical practice guideline for rehabilitation of individuals with lower limb amputation.",https://www.guideline.gov/summaries/summary/51135/vadod-clinical-practice-guideline-for-rehabilitation-of-individuals-with-lower-limb-amputation,./vadod-clinical-practice-guideline-for-rehabilitation-of-individuals-with-lower-limb-amputation,20180712170416
"Final recommendation statement: chronic obstructive pulmonary disease: screening.",https://www.guideline.gov/summaries/summary/50139/final-recommendation-statement-chronic-obstructive-pulmonary-disease-screening,./final-recommendation-statement-chronic-obstructive-pulmonary-disease-screening,20180712203517
"Gallstone disease.",https://www.guideline.gov/summaries/summary/49014/gallstone-disease,./gallstone-disease,20180712203132
"Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for UGT1A1 and atazanavir prescribing.",https://www.guideline.gov/summaries/summary/50342/clinical-pharmacogenetics-implementation-consortium-cpic-guideline-for-ugt1a1-and-atazanavir-prescribing,./clinical-pharmacogenetics-implementation-consortium-cpic-guideline-for-ugt1a1-and-atazanavir-prescribing,20180712182908
"Occupational therapy practice guidelines for home modifications.",https://www.guideline.gov/summaries/summary/48513/occupational-therapy-practice-guidelines-for-home-modifications,./occupational-therapy-practice-guidelines-for-home-modifications,20180712183922
"Guideline for sharps safety.",https://www.guideline.gov/summaries/summary/47826/guideline-for-sharps-safety,./guideline-for-sharps-safety,20180712203601
"Chronic pain disorder medical treatment guideline.",https://www.guideline.gov/summaries/summary/51221/chronic-pain-disorder-medical-treatment-guideline,./chronic-pain-disorder-medical-treatment-guideline,20180712183949
"Anaemia management in people with chronic kidney disease.",https://www.guideline.gov/summaries/summary/49260/anaemia-management-in-people-with-chronic-kidney-disease,./anaemia-management-in-people-with-chronic-kidney-disease,20180712184224
"ACR Appropriateness Criteria® dyspnea—suspected cardiac origin.",https://www.guideline.gov/summaries/summary/50640/acr-appropriateness-criteria--dyspnea-suspected-cardiac-origin,./acr-appropriateness-criteria--dyspnea-suspected-cardiac-origin,20180712165300
"Evidence-based clinical practice guideline for the evaluation of potentially malignant disorders in the oral cavity: a report of the American Dental Association.",https://www.guideline.gov/summaries/summary/51181/evidencebased-clinical-practice-guideline-for-the-evaluation-of-potentially-malignant-disorders-in-the-oral-cavity-a-report-of-the-american-dental-association,./evidencebased-clinical-practice-guideline-for-the-evaluation-of-potentially-malignant-disorders-in-the-oral-cavity-a-report-of-the-american-dental-association,20180609184056
"Updated, web-based nutrition management guideline for PKU: an evidence and consensus based approach.",https://www.guideline.gov/summaries/summary/50488/updated-webbased-nutrition-management-guideline-for-pku-an-evidence-and-consensus-based-approach,./updated-webbased-nutrition-management-guideline-for-pku-an-evidence-and-consensus-based-approach,20180712203144
"Pharmacological therapy for acute spinal cord injury. In: Guidelines for the management of acute cervical spine and spinal cord injuries.",https://www.guideline.gov/summaries/summary/44291/pharmacological-therapy-for-acute-spinal-cord-injury-in-guidelines-for-the-management-of-acute-cervical-spine-and-spinal-cord-injuries,./pharmacological-therapy-for-acute-spinal-cord-injury-in-guidelines-for-the-management-of-acute-cervical-spine-and-spinal-cord-injuries,20180712170427
"Systemic therapy in the curative treatment of head and neck squamous cell cancer.",https://www.guideline.gov/summaries/summary/50534/systemic-therapy-in-the-curative-treatment-of-head-and-neck-squamous-cell-cancer,./systemic-therapy-in-the-curative-treatment-of-head-and-neck-squamous-cell-cancer,20180712200501
"Guideline for prevention of unplanned patient hypothermia.",https://www.guideline.gov/summaries/summary/49947/guideline-for-prevention-of-unplanned-patient-hypothermia,./guideline-for-prevention-of-unplanned-patient-hypothermia,20180712205518
"Guideline for surgical attire.",https://www.guideline.gov/summaries/summary/48868/guideline-for-surgical-attire,./guideline-for-surgical-attire,20180712205508
"Oncology evidence-based nutrition practice guideline.",https://www.guideline.gov/summaries/summary/48765/oncology-evidencebased-nutrition-practice-guideline,./oncology-evidencebased-nutrition-practice-guideline,20180609200704
"Practice guidelines for postanesthetic care: an updated report by the American Society of Anesthesiologists Task Force on Postanesthetic Care.",https://www.guideline.gov/summaries/summary/43896/practice-guidelines-for-postanesthetic-care-an-updated-report-by-the-american-society-of-anesthesiologists-task-force-on-postanesthetic-care,./practice-guidelines-for-postanesthetic-care-an-updated-report-by-the-american-society-of-anesthesiologists-task-force-on-postanesthetic-care,20180712205055
"Management of schizophrenia. A national clinical guideline.",https://www.guideline.gov/summaries/summary/43956/management-of-schizophrenia-a-national-clinical-guideline,./management-of-schizophrenia-a-national-clinical-guideline,20180712184628
"Screening, assessment, and management of fatigue in adult survivors of cancer: an American Society of Clinical Oncology Clinical Practice guideline adaptation.",https://www.guideline.gov/summaries/summary/48367/screening-assessment-and-management-of-fatigue-in-adult-survivors-of-cancer-an-american-society-of-clinical-oncology-clinical-practice-guideline-adaptation,./screening-assessment-and-management-of-fatigue-in-adult-survivors-of-cancer-an-american-society-of-clinical-oncology-clinical-practice-guideline-adaptation,20180712200457
"Measuring fractional exhaled nitric oxide concentration in asthma: NIOX MINO, NIOX VERO and NObreath.",https://www.guideline.gov/summaries/summary/48533/measuring-fractional-exhaled-nitric-oxide-concentration-in-asthma-niox-mino-niox-vero-and-nobreath,./measuring-fractional-exhaled-nitric-oxide-concentration-in-asthma-niox-mino-niox-vero-and-nobreath,20180712184242
"Clinical policy: emergency department management of patients needing reperfusion therapy for acute ST-segment elevation myocardial infarction.",https://www.guideline.gov/summaries/summary/51175/clinical-policy-emergency-department-management-of-patients-needing-reperfusion-therapy-for-acute-stsegment-elevation-myocardial-infarction,./clinical-policy-emergency-department-management-of-patients-needing-reperfusion-therapy-for-acute-stsegment-elevation-myocardial-infarction,20180712165311
"Pixantrone monotherapy for treating multiply relapsed or refractory aggressive non-Hodgkin's B-cell lymphoma.",https://www.guideline.gov/summaries/summary/47869/pixantrone-monotherapy-for-treating-multiply-relapsed-or-refractory-aggressive-nonhodgkins-bcell-lymphoma,./pixantrone-monotherapy-for-treating-multiply-relapsed-or-refractory-aggressive-nonhodgkins-bcell-lymphoma,20180609215909
"Society of Surgical Oncology–American Society for Radiation Oncology consensus guideline on margins for breast-conserving surgery with whole-breast irradiation in stages I and II invasive breast cancer.",https://www.guideline.gov/summaries/summary/48224/society-of-surgical-oncology-american-society-for-radiation-oncology-consensus-guideline-on-margins-for-breastconserving-surgery-with-wholebreast-irradiation-in-stages-i-and-ii-invasive-breast-cancer,./society-of-surgical-oncology-american-society-for-radiation-oncology-consensus-guideline-on-margins-for-breastconserving-surgery-with-wholebreast-irradiation-in-stages-i-and-ii-invasive-breast-cancer,20180712200324
"Caesarean section.",https://www.guideline.gov/summaries/summary/36817/caesarean-section,./caesarean-section,20180712202202
"Fractures (complex): assessment and management.",https://www.guideline.gov/summaries/summary/50076/fractures-complex-assessment-and-management,./fractures-complex-assessment-and-management,20180712165248
"Healthy lifestyles.",https://www.guideline.gov/summaries/summary/50405/healthy-lifestyles,./healthy-lifestyles,20180712184641
"Diagnosis and treatment of interstitial cystitis/bladder pain syndrome.",https://www.guideline.gov/summaries/summary/48745/diagnosis-and-treatment-of-interstitial-cystitisbladder-pain-syndrome,./diagnosis-and-treatment-of-interstitial-cystitisbladder-pain-syndrome,20180712204244
"Treatment of tobacco use in lung cancer: diagnosis and management of lung cancer, 3rd ed: American College of Chest Physicians evidence-based clinical practice guidelines.",https://www.guideline.gov/summaries/summary/46163/treatment-of-tobacco-use-in-lung-cancer-diagnosis-and-management-of-lung-cancer-3rd-ed-american-college-of-chest-physicians-evidencebased-clinical-practice-guidelines,./treatment-of-tobacco-use-in-lung-cancer-diagnosis-and-management-of-lung-cancer-3rd-ed-american-college-of-chest-physicians-evidencebased-clinical-practice-guidelines,20180712200448
"Cystic fibrosis pulmonary guidelines. Chronic medications for maintenance of lung health.",https://www.guideline.gov/summaries/summary/45307/cystic-fibrosis-pulmonary-guidelines-chronic-medications-for-maintenance-of-lung-health,./cystic-fibrosis-pulmonary-guidelines-chronic-medications-for-maintenance-of-lung-health,20180712183025
"Aflibercept solution for injection for treating wet age-related macular degeneration.",https://www.guideline.gov/summaries/summary/47016/aflibercept-solution-for-injection-for-treating-wet-agerelated-macular-degeneration,./aflibercept-solution-for-injection-for-treating-wet-agerelated-macular-degeneration,20180712203126
"ACR Appropriateness Criteria® post-treatment follow-up of prostate cancer.",https://www.guideline.gov/summaries/summary/51264/acr-appropriateness-criteria--posttreatment-followup-of-prostate-cancer,./acr-appropriateness-criteria--posttreatment-followup-of-prostate-cancer,20180712200529
"MI - secondary prevention. Secondary prevention in primary and secondary care for patients following a myocardial infarction.",https://www.guideline.gov/summaries/summary/47700/mi--secondary-prevention-secondary-prevention-in-primary-and-secondary-care-for-patients-following-a-myocardial-infarction,./mi--secondary-prevention-secondary-prevention-in-primary-and-secondary-care-for-patients-following-a-myocardial-infarction,20180712184725
"ACR Appropriateness Criteria® ovarian cancer screening.",https://www.guideline.gov/summaries/summary/51258/acr-appropriateness-criteria--ovarian-cancer-screening,./,0
"British Thoracic Society guideline for diagnostic flexible bronchoscopy in adults.",https://www.guideline.gov/summaries/summary/47036/british-thoracic-society-guideline-for-diagnostic-flexible-bronchoscopy-in-adults,./british-thoracic-society-guideline-for-diagnostic-flexible-bronchoscopy-in-adults,20180712165328
"The American Psychiatric Association practice guideline for the pharmacological treatment of patients with alcohol use disorder.",https://www.guideline.gov/summaries/summary/51281/the-american-psychiatric-association-practice-guideline-for-the-pharmacological-treatment-of-patients-with-alcohol-use-disorder,./the-american-psychiatric-association-practice-guideline-for-the-pharmacological-treatment-of-patients-with-alcohol-use-disorder,20180712184653
"American Gastroenterological Association Institute guideline on the management of Crohn's disease after surgical resection.",https://www.guideline.gov/summaries/summary/50617/american-gastroenterological-association-institute-guideline-on-the-management-of-crohns-disease-after-surgical-resection,./american-gastroenterological-association-institute-guideline-on-the-management-of-crohns-disease-after-surgical-resection,20180712202237
"Treatment of pressure ulcers: a clinical practice guideline from the American College of Physicians.",https://www.guideline.gov/summaries/summary/49051/treatment-of-pressure-ulcers-a-clinical-practice-guideline-from-the-american-college-of-physicians,./treatment-of-pressure-ulcers-a-clinical-practice-guideline-from-the-american-college-of-physicians,20180712184229
"Management of postabortion hemorrhage.",https://www.guideline.gov/summaries/summary/47345/management-of-postabortion-hemorrhage,./management-of-postabortion-hemorrhage,20180712203446
"Surgery or stenting for colonic obstruction: a practice management guideline from the Eastern Association for the Surgery of Trauma.",https://www.guideline.gov/summaries/summary/50431/surgery-or-stenting-for-colonic-obstruction-a-practice-management-guideline-from-the-eastern-association-for-the-surgery-of-trauma,./surgery-or-stenting-for-colonic-obstruction-a-practice-management-guideline-from-the-eastern-association-for-the-surgery-of-trauma,20180712165324
"ACR Appropriateness Criteria® pretreatment staging of colorectal cancer.",https://www.guideline.gov/summaries/summary/50425/acr-appropriateness-criteria--pretreatment-staging-of-colorectal-cancer,./acr-appropriateness-criteria--pretreatment-staging-of-colorectal-cancer,20180712200259
